,reg,location,filename,wmo_code,lat,lon,alt
0,PU,Vieste,ITA_PU_Vieste.162660_TMYx.2007-2021.epw,162660,41.8881,16.1647,5.0
0,SD,Alghero-Fertilia.AB,ITA_SD_Alghero-Fertilia.AB.165200_TMYx.2007-2021.epw,165200,40.6311,8.2886,40.0
0,SD,Cagliari.AP-Elmas.AB,ITA_SD_Cagliari.AP-Elmas.AB.165600_TMYx.2007-2021.epw,165600,39.2436,9.06,2.2
0,SD,Cape.Bellavista,ITA_SD_Cape.Bellavista.165500_TMYx.2007-2021.epw,165500,39.9308,9.7131,150.0
0,SD,Cape.Caccia,ITA_SD_Cape.Caccia.165220_TMYx.2007-2021.epw,165220,40.5611,8.1631,204.0
0,SD,Cape.Carbonara,ITA_SD_Cape.Carbonara.165640_TMYx.2007-2021.epw,165640,39.1039,9.5136,118.0
0,SD,Cape.Frasca,ITA_SD_Cape.Frasca.165390_TMYx.2007-2021.epw,165390,39.7411,8.4594,95.0
0,SD,Cape.S.Lorenzo,ITA_SD_Cape.S.Lorenzo.165420_TMYx.2007-2021.epw,165420,39.4981,9.6294,5.0
0,SD,Carloforte,ITA_SD_Carloforte.165490_TMYx.epw,165490,39.137,8.3114,13.0
0,SD,Decimomannu.AB,ITA_SD_Decimomannu.AB.165460_TMYx.2007-2021.epw,165460,39.3461,8.9675,24.0
0,SD,Fonni,ITA_SD_Fonni.165380_TMYx.epw,165380,40.117,9.25,1029.0
0,SD,Guardiavecchia,ITA_SD_Guardiavecchia.165060_TMYx.epw,165060,41.217,9.4,170.0
0,SD,Limbara.Mtn,ITA_SD_Limbara.Mtn.165320_TMYx.2007-2021.epw,165320,40.85,9.167,1363.0
0,SD,Macomer.Sa-Crabarza,ITA_SD_Macomer.Sa-Crabarza.165240_TMYx.epw,165240,40.2556,8.7358,587.0
0,SD,Olbia-Costa.Smeralda.AP,ITA_SD_Olbia-Costa.Smeralda.AP.165310_TMYx.2007-2021.epw,165310,40.8986,9.5178,13.0
0,SD,Olsia,ITA_SD_Olsia.165300_TMYx.epw,165300,40.933,9.5,2.1
0,SD,Perdasdefogu,ITA_SD_Perdasdefogu.165410_TMYx.2007-2021.epw,165410,39.6747,9.4431,645.0
0,SC,Catania.Fontanarossa.AP,ITA_SC_Catania.Fontanarossa.AP.164600_TMYx.2007-2021.epw,164600,37.4667,15.0639,17.0
0,SC,Comiso,ITA_SC_Comiso.164750_TMYx.2007-2021.epw,164750,36.983,14.617,210.0
0,SC,Cozzo.Spadaro,ITA_SC_Cozzo.Spadaro.164800_TMYx.2007-2021.epw,164800,36.6861,15.1314,51.0
0,SC,Enna,ITA_SC_Enna.164500_TMYx.2007-2021.epw,164500,37.5681,14.2797,1003.0
0,SC,Gela,ITA_SC_Gela.164530_TMYx.2007-2021.epw,164530,37.0764,14.225,69.0
0,SC,Gibilmanna,ITA_SC_Gibilmanna.164420_TMYx.2007-2021.epw,164420,37.9908,14.0269,999.0
0,SC,Isola.Salina,ITA_SC_Isola.Salina.164150_TMYx.2007-2021.epw,164150,38.58,14.8717,47.0
0,SC,Isola.Stromboli,ITA_SC_Isola.Stromboli.164160_TMYx.2007-2021.epw,164160,38.8025,15.2342,77.0
0,SC,Lampedusa.AP,ITA_SC_Lampedusa.AP.164900_TMYx.2007-2021.epw,164900,35.4981,12.6183,20.0
0,SC,Messina,ITA_SC_Messina.164200_TMYx.2007-2021.epw,164200,38.1997,15.5489,54.1
0,SC,Mezzo.Gregorio,ITA_SC_Mezzo.Gregorio.164650_TMYx.2007-2021.epw,164650,36.9658,14.9578,640.0
0,SC,NAS.Signoella,ITA_SC_NAS.Signoella.164590_TMYx.2007-2021.epw,164590,37.4056,14.9186,29.3
0,SC,Palermo-Boccadifalco.AP,ITA_SC_Palermo-Boccadifalco.AP.164090_TMYx.2007-2021.epw,164090,38.1119,13.3117,122.0
0,SC,Palermo-Falcone.Borsellino.AP,ITA_SC_Palermo-Falcone.Borsellino.AP.164050_TMYx.2007-2021.epw,164050,38.1819,13.0994,34.0
0,SC,Pantelleria.AP,ITA_SC_Pantelleria.AP.164700_TMYx.2007-2021.epw,164700,36.8139,11.9711,198.0
0,SC,Prizzi,ITA_SC_Prizzi.164340_TMYx.2007-2021.epw,164340,37.7228,13.4281,1035.0
0,SC,Sciacca,ITA_SC_Sciacca.164360_TMYx.2007-2021.epw,164360,37.5136,13.1267,126.0
0,SC,Siracusa,ITA_SC_Siracusa.164640_TMYx.2007-2021.epw,164640,37.0661,15.2794,3.0
0,SC,Trapani.Birgi.AP,ITA_SC_Trapani.Birgi.AP.164290_TMYx.2007-2021.epw,164290,37.9142,12.4914,9.3
0,SC,Ustica.Island,ITA_SC_Ustica.Island.164000_TMYx.2007-2021.epw,164000,38.7072,13.1772,243.0
0,TC,Arezzo-Molin.Bianco.AP,ITA_TC_Arezzo-Molin.Bianco.AP.161720_TMYx.2007-2021.epw,161720,43.4597,11.8456,249.0
0,TC,Argentario.Mtn,ITA_TC_Argentario.Mtn.161680_TMYx.2007-2021.epw,161680,42.387,11.1697,631.3
0,TC,Calamita.Mtn,ITA_TC_Calamita.Mtn.161970_TMYx.2007-2021.epw,161970,42.7311,10.3956,397.0
0,TC,Firenze-Peretola.AP,ITA_TC_Firenze-Peretola.AP.161700_TMYx.2007-2021.epw,161700,43.8086,11.2028,38.0
0,TC,Firenze,ITA_TC_Firenze.161710_TMYx.2007-2021.epw,161710,43.7856,11.2158,19.0
0,TC,Grosseto.AP,ITA_TC_Grosseto.AP.162060_TMYx.2007-2021.epw,162060,42.7481,11.0589,7.0
0,TC,Isola.D-Elba,ITA_TC_Isola.D-Elba.161980_TMYx.epw,161980,42.7311,10.3956,398.0
0,TC,Isola.Gorgona,ITA_TC_Isola.Gorgona.161540_TMYx.epw,161540,43.4281,9.8942,259.0
0,TC,Pianosa.Island,ITA_TC_Pianosa.Island.162000_TMYx.epw,162000,42.5854,10.0969,15.0
0,TC,Pisa-Galileo.Galilei.AP,ITA_TC_Pisa-Galileo.Galilei.AP.161580_TMYx.2007-2021.epw,161580,43.6825,10.3956,6.1
0,TC,Porretta.Pass,ITA_TC_Porretta.Pass.161350_TMYx.epw,161350,44.0283,11.0055,1315.0
0,TC,Radicofani,ITA_TC_Radicofani.162040_TMYx.2007-2021.epw,162040,42.8961,11.7678,828.0
0,TC,Radicofani,ITA_TC_Radicofani.162040_TMYx.epw,162040,42.8961,11.7678,828.0
0,TC,Rifredo.Mugello,ITA_TC_Rifredo.Mugello.161420_TMYx.epw,161420,44.0668,11.389,705.0
0,TC,Volterra,ITA_TC_Volterra.161640_TMYx.epw,161640,43.4,10.867,575.0
0,TT,Bolzano.AP,ITA_TT_Bolzano.AP.160200_TMYx.2007-2021.epw,160200,46.4603,11.3264,241.0
0,TT,Brennero.Pass,ITA_TT_Brennero.Pass.111290_TMYx.2007-2021.epw,111290,47.0018,11.5061,1394.0
0,TT,Colle.Del.Gigante,ITA_TT_Colle.Del.Gigante.160530_TMYx.epw,160530,46.917,12.1,2755.0
0,TT,Dobbiaco,ITA_TT_Dobbiaco.160330_TMYx.2007-2021.epw,160330,46.733,12.217,1226.0
0,TT,Paganella.Mtn,ITA_TT_Paganella.Mtn.160220_TMYx.2007-2021.epw,160220,46.1417,11.0363,2129.0
0,TT,Reschen.Pass,ITA_TT_Reschen.Pass.160083_TMYx.2007-2021.epw,160083,46.833,10.5,1800.0
0,TT,Rolle.Pass,ITA_TT_Rolle.Pass.160210_TMYx.2007-2021.epw,160210,46.2978,11.7867,2006.0
0,TT,San.Valentino.Alla.Muta,ITA_TT_San.Valentino.Alla.Muta.160080_TMYx.2007-2021.epw,160080,46.7619,10.5344,1461.0
0,TT,Trento.AP,ITA_TT_Trento.AP.160230_TMYx.2007-2021.epw,160230,46.0203,11.1267,190.0
0,TT,Vipiteno,ITA_TT_Vipiteno.160140_TMYx.2007-2021.epw,160140,46.8839,11.44,922.0
0,UM,Umbria-Perugia-d-Assisi.AP,ITA_UM_Umbria-Perugia-d-Assisi.AP.161810_TMYx.2007-2021.epw,161810,43.0972,12.5103,204.0
0,VD,Aosta.AP,ITA_VD_Aosta.AP.160540_TMYx.2007-2021.epw,160540,45.7347,7.3506,552.0
0,VD,Novara-Cameri.AB,ITA_VD_Novara-Cameri.AB.160640_TMYx.2007-2021.epw,160640,45.53,8.6667,175.0
0,VD,Pian.Rosa.Mtn,ITA_VD_Pian.Rosa.Mtn.160520_TMYx.2007-2021.epw,160520,45.935,7.7061,3488.0
0,VN,Concordia.Sagittaria,ITA_VN_Concordia.Sagittaria.161070_TMYx.2007-2021.epw,161070,45.7611,12.8569,3.0
0,VN,Grappa.Mtn,ITA_VN_Grappa.Mtn.160920_TMYx.epw,160920,45.867,11.8,1775.0
0,VN,Istrana.AB,ITA_VN_Istrana.AB.160980_TMYx.2007-2021.epw,160980,45.685,12.083,42.0
0,VN,Padova.AP,ITA_VN_Padova.AP.160950_TMYx.2007-2021.epw,160950,45.4,11.85,14.0
0,VN,Treviso.AP,ITA_VN_Treviso.AP.160990_TMYx.2007-2021.epw,160990,45.65,12.1833,23.0
0,VN,Venezia-Lido.AF,ITA_VN_Venezia-Lido.AF.161010_TMYx.2007-2021.epw,161010,45.4275,12.3842,6.0
0,VN,Venezia-Polo.AP,ITA_VN_Venezia-Polo.AP.161050_TMYx.2007-2021.epw,161050,45.5053,12.3519,6.0
0,VN,Verona.Catullo.AP,ITA_VN_Verona.Catullo.AP.160900_TMYx.2007-2021.epw,160900,45.396,10.889,72.8
0,VN,Vicenza.AB,ITA_VN_Vicenza.AB.160940_TMYx.epw,160940,45.573,11.53,39.0
